node_id,level,n_leaves,label,top_dishes
N78299,0,1841,fish dishes,fish taco; chips fish; grilled salmon; salmon teriyaki; fish sandwich; grilled tilapia; ancho salmon; fish fried
N76082,2,18,seafood boil dishes,boiled shrimp; boil crab shrimp snow; boil crab; crawfish live; boiled crawfish live; boil crab leg; boil cajun; shrimp sinigang
N75954,2,64,chicken rice dishes,biryani boneless chicken; biryani chicken tikka; biryani chicken fry; biryani chicken special; avakai biryani chicken; kashmiri pulao; biryani chicken peshawari; chicken soltani
N74883,2,20,belgian waffle varieties,belgian waffle; cream sweet waffle; belgian strawberry waffle; belgian chocolate waffle; belgian sweet waffle; stack waffle; bourbon street waffles; belgian traditional waffle
N76653,2,74,salmon sushi dishes,roll salmon; roll salmon spicy; enlightened noodles pacific poke soba; bowl poke salmon; hand roll salmon spicy; hand roll salmon; bowl salmon; crunchy roll salmon
N77030,2,39,potato stuffed breads,samosa; aloo paratha; samosa vegetable; masala poori; bhaji puri; bhaji poori; aloo poori; aloo naan
N77087,2,51,banana fruit pancakes,banana pancakes strawberry; butter king nutter size; breakfast choconana pancake; banana pancakes; crepe fruit; banana crepes nutella; banana nut pancakes; bliss pancakes vegan
N75783,2,6,pumpkin-based dishes,pancakes pumpkin; pumpkin roll; dumplings entree pumpkin; pasta pumpkin ravioli; egg pumpkin salted yolk; curry patty pumpkin
N74111,2,13,bread cheese dishes,hawaiian roll sushi; bread cheese; focaccia pizza; bread pesto; ciabatta sandwich; breads loaf origin sourdough; asiago bread cheese; bacon bialy cheddar
N76924,2,45,soup and congee dishes,caldo de res; congee plain; beef soup tripe; consome; pongal; galbi tang; pongal ven; beef pho shank
N76711,2,24,uthappam and kadhi dishes,chilli onion uthappam; kadhi pakora; onion uttapam; uthappam vegetable; uttapam; uttapam veg; onion tomato uthappam; cheese uthappam
N77285,2,39,tuna sandwich varieties,melt sandwich tuna; salad sandwich tuna; melt tuna; fish sand sandwich tuna; pita tuna; melt panini sandwich tuna; melt sand sandwich tuna; bacon melt sandwich tuna
N76520,2,19,stuffed pasta dishes,cheese classic ravioli; mushroom ravioli wild; gnocchi pasta ricotta; mushroom pasta portabella ravioli; mushroom ravioli; portobello ravioli; mushroom portobello ravioli; tortellacci
N72901,2,10,corn dog variations,corn dog; corn dog nuggets; corn dog sandwich; cheese chili corn dog; bacon corn dog wrapped; corn pups; corn dog foot long; corn dog turkey
N76679,2,54,breakfast berry pancakes,blueberry pancakes; cream crepes strawberries; breakfast pancake; pancake plate; blueberry maine pancakes wild; blueberry waffle; pancakes strawberry; berry breakfast crepe vanilla
N75978,2,26,Indian flatbreads and variations,roti tandoori; lachha paratha; puri; chapati; paratha tandoori; anda paratha; chappathi; pizza wheat
N77187,2,110,tuna sushi rolls,roll spicy tuna; roll tuna; avocado roll tuna; sushi tuna; hand roll spicy tuna; eye roll tiger; sushi tuna white; hand roll tuna
N76773,2,14,squash-based dishes,casserole cheese squash; bowl harvest quinoa; butternut pasta ravioli squash; butternut ravioli squash; beetballs spaghetti squash; burger shade throwing veggie; butternut pasta tortellacci; bowl spaghetti squash
N77036,2,45,tuna sushi dishes,bowl spicy tuna; roll sashimi; pepper roll tuna; ahi bowl poke; tunacado; black pepper seared sushi tuna; bowl don tekka; nigiri sashimi tuna
N76625,2,11,linguine pasta dishes,carbonara linguine pasta; al linguine pasta pesto; carbonara linguine; linguine pasta pomodoro; garlic linguine oil pasta; arrabiatta bowl linguine; alla linguine puttanesca; linguine marinara pasta sauce
N77269,2,86,curry shrimp dishes,curry shrimp; curry onion shrimp; curry sauce shrimp; coconut isle parrot platter shrimp; curry shrimp thai; coconut korma shrimp; curry shrimp vindaloo; curry green shrimp
N77006,2,108,shrimp rice bowls,hibachi shrimp; bowl chipotle fresh mex shrimp; bowl mex shrimp tex; bowl shrimp; baja bowl shrimp; bowl burrito grilled shrimp; bowl grilled rice shrimp; bento shrimp
N76612,2,15,ahi tuna dishes,ahi filet sandwich tuna; ahi crusted sesame tuna; ahi grilled tuna; ahi blackened tuna; ahi steak tuna; ahi crusted seared sesame tuna; ahi seared sesame tuna; ahi taco tatako tuna
N77138,2,54,tuna dishes,tuna wrap; fish sub tuna; spicy tuna; club tuna; grilled sandwich steak tuna; hibachi steak tuna; bowl classic tuna; crunchy spicy tuna
N77349,2,79,seafood noodle dishes,pad shrimp thai; bowl pad shrimp thai; chow fun shrimp; fried noodle pan pasta seafood; fried noodle pan pasta shrimp; chow fun pasta shrimp; fried noodles pasta shrimp stir; pad seafood thai
N77509,2,120,meat pasta dishes,meatballs pasta; meat pasta sauce; meat pasta ravioli; marinara meatball pasta; marinara meaty pan pasta; lovers meat; carrabba classics italian trio; bolognese fettuccine pasta
N77060,2,63,dosa varieties,dosa masala; dosa masala mysore; dosa onion; cheese dosa; dosa masala onion rava; dosa masala onion; dosa spring; dosa masala paper
N76949,2,20,albacore tuna dishes,albacore sushi tuna; albacore sushi; albacore roll spicy; albacore roll special; albacore salad sandwich tuna; albacore chili garlic tuna; albacore hand roll; avocado roll tuna white
N75897,2,7,butter-based dishes,butter garlic wings; butter honey sandwich; brown butter coconut dry rub wings; almond bowl butter nutty; hollandaise scallion steak; bearnaise scallion steak; butter calzone garlic oz
N76388,2,15,egg roll dishes,sushi tamago; egg sushi; egg omelet sushi; kimbap kimchi; kimbap; egg omelet sushi tamago; kimbap veggie; egg sushi tobiko
N76574,2,93,breakfast pancakes waffles,waffle; pancakes syrup; pancakes pecan; pancakes stack; pecan waffle; multigrain pancakes; chip chocolate waffle; crepe nutella
N76918,2,18,sausage gravy biscuits,biscuits gravy; biscuit country gravy; biscuits eggs gravy sausage turkey; corn dog wurst; biscuits gravy sandwich; gorditas sausage; chives dumpling fried pan; beyond corn dog hot italian sausage
N76433,2,38,goat biryani varieties,biryani goat; biryani dum goat; biryani goat gongura; biryani goat keema; aavakai biryani dum goat; biryani dum goat ulavacharu; biryani goat ulavacharu; biryani goat peshawari
N76697,2,34,ahi tuna dishes,ahi bowl poke tuna; ahi poke; ahi enlightened salad seared; ahi taco tuna; ahi hawaiian; ahi bowl tuna; ahi salad tuna; ahi salad seared summer
N77410,2,74,shrimp rice dishes,arroz camarones con; masala shrimp tikka; korma shrimp; creole shrimp; etouffee; etouffee shrimp; rice shrimp; apretalados camarones
N76873,2,15,tofu dishes,bean curd fried; bean curd fried garlic sauce; bean chinese curd vegetables; bean string tofu; beans string tofu veggie; bean curd flavor orange; bean broccoli curd garlic sauce; bean spicy string thai tofu
N77496,2,58,tempura fried dishes,shrimp tempura; tempura vegetable; shrimp tempura vegetable; tempura veggie; shrimp sushi tempura; shrimp tempura veggie; combination tempura; tempura veg
N76603,2,86,salmon sushi dishes,avocado roll salmon; salmon sushi; roll samurai; platter sushi; combination sushi; king lion roll; bento sushi; escolar sushi
N77443,2,41,eel sushi dishes,eel roll; avocado eel roll; cucumber eel roll; eel sushi; roll unagi; eel fresh sushi water; hand roll unagi; eel hand roll
N77361,2,48,seafood pasta dishes,scampi shrimp; pasta scampi shrimp; diablo shrimp; linguine pasta pescatore; linguine pasta shrimp; clam linguine red sauce; linguine pasta seafood; scampi shrimp steak
N76732,2,52,shrimp vermicelli dishes,fun mei shrimp; chow fun mei shrimp; roll shrimp spicy; roll summer; fun mei pasta shrimp; bowl grilled shrimp vermicelli; grilled shrimp vermicelli; bun nuong tom
N76417,2,27,yellowtail sushi dishes,roll yellowtail; roll spicy yellowtail; sushi yellowtail; roll scallion yellowtail; hand roll yellowtail; crunchy roll spicy yellowtail; jalapeno roll yellowtail; nigiri sashimi yellowtail
N77317,2,49,cheesy bacon pastries,bacon waffle; cheese crust free gluten pizza thin; bacon pancakes; bacon biscuit; cheese empanada ham; tequenos; de empanada queso; biscuit cheese pimento sandwich
N77219,2,71,biryani and masala dishes,biryani shrimp; biryani vegetable; biryani fish; biryani veggie; biryani dum veg; falafel over rice; biryani vegetarian; awadhi biryani veggie
N77246,2,50,filet mignon seafood combos,filet hibachi mignon; chicken filet mignon; filet mignon scallops; filet lobster mignon; filet mignon shrimp; fillet shrimp; filet mignon oz steak surf trio turf; filet mignon oz surf trio turf
N77110,2,61,lentil bean dishes,beans black; dal makhani; dal tadka; curry dal makhani; curry dal tadka; daal tarka; dal tadka yellow; beans bowl pinto
N75654,2,23,yellowtail sushi rolls,hama negi roll; hamachi sushi yellowtail; hamachi roll spicy; negihama roll sushi; hamachi roll sushi; hamachi hand roll; don hamachi sushi; hamachi maki negi
N77067,2,111,sushi rolls,roll volcano; crazy roll sushi; butterfly roll; ninja roll; black dragon roll; geisha roll; cracker fire roll; lava roll
N75786,2,10,sushi rice bowls,crispy rice spicy tuna; don tuna; bibimbap sashimi; negihama sushi; bowl eel grilled; don sushi tuna; negihama; kimbap tuna
N74625,2,68,sushi rolls,california roll; rainbow roll; caterpillar roll; california roll spicy; california roll tempura; california crunch roll sushi; kani sushi; manhattan roll
N75805,2,63,rice biryani dishes,biryani chicken; biryani; biryani chicken dum hyderabadi; biryani chicken gongura; pulao rice; awadhi biryani chicken; curry rice tokyo; biryani kheema
N76341,2,45,shrimp pasta dishes,alfredo pasta shrimp; alfredo fettuccine pasta shrimp; alfredo shrimp; cavatappi lemon parmesan pasta shrimp; alfredo blackened classic pasta shrimp; alfredo fettuccine shrimp; fettuccine pasta shrimp; alfredo fettuccine pasta seafood
N77384,2,38,shrimp dishes,burrito shrimp; burrito cheese egg shrimp; grilled shrimp wrap; fire grilled shrimp; fried popcorn shrimp; battered crunchy shrimp; butterflied shrimp; fried gulf shrimp
N77330,2,71,sushi varieties,squid sushi; mackerel sushi; red snapper sushi; oshinko roll; ikura sushi; sushi tobiko; roe smelt sushi; kampyo roll
N76969,2,78,shrimp dishes,cocktail shrimp; camaron de tostada; shrimp tostada; cauliflower fresca pasta rigatoni shrimp; salad shrimp; bowl cauliflower power quinoa shrimp; shrimp wrap; bowl cauliflower kabob rice shrimp
N77354,2,114,sushi rolls,roll spider; crunch roll; las roll vegas; roll vegas; california hand roll; crab stick sushi; roll texas; california golden roll
N77152,2,28,pancakes and waffles,banana pancakes protein strawberry; pancakes platter sausage; eggs pancakes; cinn pancakes stack; cinnamon gff pancakes roll; down gff pancakes pineapple upside; bananas foster pancakes; eggs pancakes two
N77461,2,61,vegetarian sushi rolls,avocado roll; cucumber roll; avocado cucumber roll; masago sushi; kappa maki; avocado peanut roll; avocado sushi; bowl poke tofu
N77320,2,46,arepa and cachapa varieties,arepa pepiada reina; arepa domino; arepa; arepa vegan; arepa de pollo; cachapa cheese; arepa cheese; arepa chicken
N77473,2,57,savory lentil-based dishes,dosa onion rava; dosa masala rava; dosa rava; dal maharani; shiro wot; egusi soup; sambar; pesarattu
N74400,2,21,sushi sashimi tuna dishes,don sushi tekka; combination sashimi sushi; bento sashimi; bento sashimi sushi; burrito sushi tuna; albacore nigiri sashimi; nigiri tuna white; bowl sashimi
N77154,2,130,sushi rolls shrimp tempura,roll shrimp tempura; dragon roll; shrimp sushi; dynamite roll; boston roll; roll tiger; dragon red roll; shrimp sushi sweet
N77177,2,117,shrimp Mexican dishes,fajita shrimp; quesadilla shrimp; enchiladas shrimp; camaron de enchiladas; camaron de fajitas; fajita plate shrimp; grilled quesadilla shrimp; nachos shrimp
N74203,2,14,stuffed wrapped shrimp dishes,shrimp stuffed; bacon shrimp wrapped; carolina coastal grilled mesquite shrimp wood; camarones rellenos; camarones enrollados; bacon fajita shrimp wrapped; camarones de lujo; baked shrimp stuffed
N76613,2,53,spicy chicken dishes,chicken vindaloo; chicken tempura vegetable; chicken fusion vindaloo; egusi; sancocho; bowl chicken curry katsu; murgh vindaloo; consome taco
N75774,2,35,shrimp vegetable dishes,broccoli shrimp; mixed shrimp vegetables; sesame shrimp; general shrimp tso; mixed shrimp steamed vegetables; broccoli shrimp steamed; orange shrimp; shrimp steamed vegetables
N76786,2,26,tuna dishes,bowl tuna; spicy sushi tuna; sushi tataki tuna; steak tuna; bowl lemongrass tuna; peppered tataki tuna; aioli bonito bowl tuna; hr sp tuna
N75403,2,44,breaded shrimp dishes,coconut shrimp; camarones empanizados; breaded shrimp; crunch shrimp; crispy shrimp; butterfly shrimp; breaded carolina coastal hand shrimp; ball shrimp
N77499,2,103,shrimp pasta dishes,cajun pasta shrimp; marinara pasta spaghetti; pasta shrimp; pasta seafood; parmesan pasta shrimp; marinara pasta; baked pasta seafood; diavolo fra shrimp
N76822,2,9,hamachi dishes,hamachi sushi; crudo hamachi; hamachi jalapeno; hamachi yuzu; bowl hamachi poke; hamachi scallions; hama jalape sushi; carpaccio hamachi
N77220,2,66,scallop dishes,kung pao scallops; hunan scallop; broccoli scallop; mixed scallops vegetables; scallop teriyaki; seafood tempura; bean black sauce scallops; roll scallop
N77348,2,44,shrimp dumpling dishes,moo shrimp shu; chop shrimp suey; sandwich shrimp; roll shrimp; mu shrimp shu; caesar chipotle sandwich shrimp; chili roll shrimp; dumpling shrimp
N76664,2,15,shrimp dishes,plate shrimp tempura; curry pineapple shrimp; deep fried shrimp; fried pepper salt shrimp; grilled pasta shrimp vermicelli; glazed honey shrimp; garlic pepper shrimp; broccoli chinese shrimp
N77500,2,23,crab dishes,crab dungeness; crab dungeness lb; crab dungeness legs; crab fried stick; crabmeat roll spicy; crabmeat roll; cluster crab dungeness; crab pepper salt
N77100,2,174,shrimp dishes,kung pao shrimp; garlic sauce shrimp; shrimp sour sweet; hunan shrimp; cashew nuts shrimp; shrimp teriyaki; shrimp szechuan; pepper salt shrimp
N76986,2,39,lobster dishes,lobster salmon shrimp; lobster shrimp; hibachi lobster; cheese grilled lobster; enchiladas lobster; classic lobster sammie seafood; lobster taco; cantonese lobster
N73693,2,9,scallop seafood dishes,pan scallops sea seared; scallops sea seared; scallop steak teriyaki; scallop sea sushi; bank georges scallops sea seared; almond crusted scallops sea; blackened scallops sea; roasted scallops sea
N77183,2,26,crab leg dishes,crab legs snow; crab snow; crab king legs; crab king; caught crab legs snow wild; cluster crab snow; crab headless shrimp snow; alaskan crab king
N77467,2,47,crawfish dishes,crawfish etouffee; crawfish tails; orleans roll; crawfish roll spicy; crawfish roll; catfish tails; crawfish fried tails; boy crawfish fried poor
N77170,2,25,soft shell crab dishes,crab shell soft; basket crab shell soft; boy crab po shell soft; basket crab fried shell soft; crab shell soft tempura; crab pepper salt shell soft; basket crab softshell; crab fried shell soft
N73755,2,21,lobster roll variations,lobster roll; lobster roll spicy; lobster roll salad; lobster roll shrimp; lobster mango roll; lobster popcorn roll; baked lobster roll; classic lobster roll
N76362,2,73,shrimp noodle dishes,chow mein shrimp; shrimp style szechuan; noodles pasta shrimp; fry shrimp stir; gf original pei shrimp wei; original pei shrimp wei; fried noodle pasta shrimp; noodle pasta seafood
N74714,2,63,shrimp taco varieties,shrimp taco; grilled shrimp taco; baja shrimp taco; shrimp taco tempura; mahi mahi or shrimp tacos; chipotle honey shrimp taco; bangkok shrimp taco; fried sandwich shrimp soft taco
N77336,2,8,salmon skin dishes,fillet fish pepper pickled; salmon skin sushi; salad salmon skin; bento filet; cucumber hr salmon scallion skin; salad salmon skin sushi; filet sole; filet salmon sauce szechuan
N77483,2,49,octopus dishes,octopus sushi; ajo al de mojo pulpo; octopus sushi tako; de pulpo tostada; coctel de pulpo; octopus tostada; de ensalada pulpo; nigiri octopus sashimi
N76268,2,14,fried fish dishes,frita mojarra; diabla la mojarra; fried mojarra; michoacan mojarra; diabla frita la mojarra; camarones con fish fried frita mojarra shrimp; mexicana mojarra; entera frita mojarra
N77334,2,73,shrimp seafood dishes,camaron coctel de; ceviche shrimp; asparagus shrimp; camaron ceviche de; ceviche mixto; mango shrimp; camaron ceviche de tostada; asparagus roll shrimp
N77366,2,24,seafood pasta dishes,curry seafood; classic marinara pasta; salad seafood; seafood wrap; di frutti mare pasta; pasta pescatore; de frutti mare; pad ped talay
N74498,2,20,scallop sushi dishes,roll scallop spicy; scallop sushi; dynamite roll scallop; chopped roll scallop sushi; chopped scallop spicy sushi; hotate nigiri; hand roll scallop; roll scallop volcano
N77273,2,53,fried shrimp dishes,fried shrimp; basket shrimp; popcorn shrimp; basket fried shrimp; fried platter shrimp; fried platter seafood; country fried shrimp; crunchy platter popcorn shrimp
N76848,2,24,shrimp po boy dishes,boy po sandwich shrimp; boy po sandwich; boy fried po sandwich shrimp; boy fried po shrimp; banh mi shrimp; bbq boy po shrimp; boy po sausage shrimp; boy po seafood
N77120,2,39,creamy shrimp dishes,camarones crema la; camarones crema en; camarones con crema; diablo pasta seafood; flambe shrimp; camarones chipotle crema de en; casserole seafood; al camarones tequila
N75928,2,6,salmon toro dishes,salmon sushi toro; salmon toro; sake sushi toro; sake sashimi toro; aburi sake sashimi toro; buri sushi toro
N76528,2,24,seafood dishes,scallops shrimp; garlic sauce scallops shrimp; seaside shrimp trio; deluxe platter seafood; applewood bacon bank georges scallops seared shrimp wrapped; boat for love sushi two; ajo de mariscos mojo; lobster scallops shrimp
N75214,2,31,green pork dishes,burrito chile verde; chile pork verde; chile steak verde; carnitas verde; green pork sauce; carne en salsa verde; burrito chile smothered verde; chile taco verde
N74978,2,43,pork dishes,menudo; mixed pork roast vegetables; kielbasa plate pork; pork roast; pork roasted taco; asado lechon lunch; asado de plate puerco; go menudo to
N76336,2,17,lobster tail dishes,lobster tail; cold lobster tails water; lobster tails twin; lobster steamed tails; hibachi lobster tail; fried lobster tail; lobster twin; cajun lobster
N76990,2,64,crab dishes,cake crab; cake crab sandwich; crab roll; cakes crab crispy; basket cake crab; crab salad; crab meat roll sushi; crab shrimp stuffed
N67824,2,4,pomfret fish dishes,grilled pomfret; pomfret tandoori; golden pomfret; fish pomfret tandoor
N75029,2,59,spicy pork dishes,garlic pork sauce; hunan pork; pork szechuan; mongolian pork; bean black pork sauce; hot pork spicy; kung pao pork; pork sauteed
N77450,2,20,seafood dishes spicy,ackee saltfish; hokkigai sushi; ackee fish salt; baked salt shrimp; chepala curry nellore pulusu; cuttlefish; curry kolambu meen; ankimo
N77071,2,64,pork chop dishes,chops pork; chops grilled pork; chops eggs pork; chop pork sandwich; chops fried pork; chops pork smothered; chops grilled mesquite pork; chop chops grilled pork steak tuscan two
N77502,2,28,clam linguine dishes,alle linguine pasta vongole; clam linguine sauce; bean black clams sauce; clam linguine pasta sauce; clams linguine; alle pasta spaghetti vongole; clams steamed; clam linguine pasta red sauce
N77404,2,44,pork masa dishes,pork tamales; gordita pastor; gordita pork; carnitas sope; al pastor sope; barbacoa gorditas; al huarache pastor; puerco tamal
N76578,2,33,fried spring rolls,potstickers; egg roll; egg pork roll; bun cha gio; lumpia; bowl egg rolls vermicelli; fried rolls spring; crispy roll spring
N77093,2,26,smoked salmon dishes,salmon smoked; roll salmon smoked; philadelphia sushi; bowl keto salmon smoked; lox sandwich; pasta salmon smoked; avocado salmon smoked toast; cheese cream salmon smoked
N75069,2,56,pork bbq sandwiches,pork pulled sandwich; plate pork pulled; bbq pork sandwich; bbq pork pulled sandwich; burnt ends pork sandwich; memphian sandwich; pork pulled sandwich sliders; burnt ends plate pork sandwich
N77299,2,91,pork mexican dishes,burrito carnitas; burrito pork; carnitas quesadilla; burrito pork spicy; pork quesadilla spicy; nachos pork spicy; carnitas fajita; adobada burrito
N77427,2,66,pork dishes,plate pork pulled sandwich; burnt ends plate pork; dumplings pork steamed; pork souvlaki; dumpling pork shrimp; egg grilled pork roll; moo pork roast shu; dumpling napa pork
N77303,2,148,spicy shrimp dishes,camarones diabla la; shrimp tandoori; camarones rancheros; shrimp vindaloo; camarones la mexicana; masala shrimp; saag shrimp; camarones diablos
N76975,2,126,garlic shrimp dishes,grilled shrimp; ajo al camarones de mojo; camarones la plancha; garlic shrimp; barbie grilled shrimp; ajillo al camarones; mongolian shrimp; barbie grilled platter shrimp
N77512,2,213,pork dishes,pork sour sweet; carnitas; garlic pork sauce shredded; chinese pork roast vegetable; bbq pizza pork; pork spicy; carnitas pork; pork pulled smoked
N77191,2,5,fish collar dishes,kama salmon; collar salmon; grilled kama salmon; collar yellowtail; collar miso yellowtail
N77112,2,51,dumplings and gyoza,gyoza plate; gyoza; gyoza pork; dumplings pork; dumplings steamed; dumpling fried pan pork; chives dumpling pork; dumpling fried
N77096,2,34,seafood mexican dishes,enchiladas seafood; chimichanga seafood; burrito seafood; burrito grilled shrimp; gobernador taco; del enchiladas mar; burrito fajita shrimp; burrito del mar
N77430,2,87,pork bean dishes,mushroom pork roast; pork vegetables; baker beans pork; beans pork string; mushroom pork; bean green pork; bbq egg foo pork young; beans pork shredded string
N77421,2,45,pork chop dishes,chop pork taco; chop pepper pork salt; bone chop pork; chop grilled one pork steak tuscan; chop fontina pork steak; chop egg fried grilled pork; boneless chop pork; chop huevos pork rancheros
N76560,2,11,bao buns,bao belly pork; buns kurobuta pork; bao vegetable; belly bun pork; bao fried pan; bao pork spicy; bao bun; belly buns pork steamed
N77376,2,36,shrimp seafood dishes,egg foo shrimp young; bake bar harbor lobster; fisherman platter; shrimp torta; egg scrambled shrimp; curry katsu shrimp; foo shrimp young; omelette seafood
N77075,2,25,seafood ravioli dishes,lobster ravioli; lobster pasta ravioli; ravioli shrimp; lobster ravioli shrimp; aragosta pasta ravioli; pasta ravioli seafood; crab ravioli shrimp; crab lobster pasta ravioli
N76712,2,30,pork buns dumplings,buns pork steamed; buns fried pan pork; bao long xiao; cabbage dumplings pork; bun pork roast steamed; buns chinese green onion pork; bbq buns pork; bun pork
N76898,2,5,premium beef cuts,center cut filet; center cut filet mignon pasta; baseball cut filet steak; center cut filet peppercorn; center cut filet mignon perfect
N76571,2,35,pork chop dishes,chop plate pork; breakfast chop pork; chop eggs plate pork; cerdo chuleta de; chop pork smoked; chop plate pork smothered; chop fried plate pork; breakfast chop plate pork
N76880,2,48,pork dishes,cooked pork twice; chicharron taco; belly pork taco; chicharron en salsa taco; chicharron con huevo; chicharron crispy egg taco; chicharron prensado quesadilla; chicharr de prensado quesadilla
N75274,2,28,tuna sushi rolls,maki tekka; maki roll tekka; roll sushi tekka; negi roll toro; nigiri sushi tuna; sushi tekkamaki; blue fin sushi tuna; sushi toro
N76948,2,30,pork intestine dishes,intestine pork; dry fried intestine pork; braised intestine pork; fried intestine pork stir; fried intestines stir; authentic intestine noodle pasta pork szechuan; intestine taco; blood cake intestines pork
N77429,2,20,pork skin dishes,pork rinds; green pork salsa skin; burrito con huevo tocino; pork quesadilla skin; buche de quesadilla; pork skins; burrito pork skin; pork skin sope
N76759,2,14,fried fish dishes,cantonese fish steamed; pla prik rad tod; entero frito pescado; ca chien; pla tod; fish uyghur; fish hot sauce spicy; bagre catfish entero
N77218,2,63,pork belly dishes,cooked pork; belly pork; belly braised pork; belly crispy pork; kawali lechon; belly pork spicy; chicharron prensado taco; dumplings pork shrimp steamed
N77190,2,192,pork tacos dishes,al pastor taco; carnitas taco; al burrito pastor; al pastor quesadilla; carnitas plate; pork taco; pork pulled street style taco; carnitas pork taco
N77018,2,44,chicharron dishes,chicharron egg taco; burrito chicharron; chicharron egg plate; chicharron egg; chicharron en salsa verde; pork skin taco; chicharron salsa taco; chicharron quesadilla
N77436,2,40,pork Asian dishes,moo pork shu; chow mein pork; pork yakisoba; katsu pork; mu pork shu; chop pork roast suey; tonkatsu; pasta pork yakisoba
N76865,2,78,fried rice dishes,fried rice vegetable; fried rice veggie; fried pasta rice vegetable; fried rice vegetarian; crawfish fried rice; bacon fried rice; chinese fried rice sausage; fried rice spam
N76724,2,41,udon noodle dishes,japanese noodles pan pasta; fried pasta stir udon; pasta pork udon; chicken yakiudon; chicken fried pasta udon; combination fried pasta stir udon; noodle udon; combination pasta udon
N76048,2,63,shrimp seafood fried rice,fried rice shrimp; fried pasta rice shrimp; fried rice seafood; hibachi scallop shrimp; fried pasta rice seafood; hibachi rice shrimp spicy; arroz chaufa de mariscos; fried grilled or shrimp
N77513,2,44,pork based dishes,bean curd dry pork shredded; leg pork taco; green pork rinds sauce; burrito leg pork; chicharrones spicy; gordita leg pork; beef pork sausage; blood sausage
N77250,2,79,vermicelli noodle dishes,chicken fun mei; chicken chow fun mei; noodles pasta singapore; chow fun mei singapore; fun mei pasta singapore; bowl chicken grilled vermicelli; chicken grilled vermicelli; chow fun mei pasta singapore
N76870,2,35,fried rice dishes,combination fried rice; fried pork rice roast; bbq fried pork rice; fried ham rice; combination fried pasta rice; fried mixed rice vegetable; combination fried rice special; fried rice stir vegetable
N76295,2,41,chicken rice dishes,bowl chicken orange; bento chicken katsu; chicken hibachi rice; chicken hibachi rice spicy; fried japanese rice; bowl chicken katsu rice; chicken fried hibachi rice; chicken katsu musubi
N76846,2,63,pork dishes,pork teriyaki; broccoli pork roast; peas pork roast snow; grilled pork sandwich; broccoli pork; mixed pork vegetables; pork sandwich; pork spicy teriyaki
N77484,2,173,noodle rice dishes,noodle pasta rice singapore; lad na pasta; chow fun pasta; noodles rice singapore; chicken chow fun; noodle pasta rice singapore style; cashew pad; bowl pad thai
N77266,2,12,minced meat dishes,dulet kitfo; minced pork rice; fish minced pork salted steam; kitfo yetashe; beef gola kebab; ayib kitfo; bbq minced pork sandwich; bowl eggplant minced pork
N77251,2,26,crab appetizers,crab wontons; crab rangoon; crab puff; crab meat roll spicy sushi; de enchiladas jaiba; crab lump nachos; crab enchies lump; crab dillas
N75548,2,33,pork rice dishes,fried pork rice; curry fried pork rice; bbq pork rice; bibimbap pork spicy; fried grilled pork rice; bibimbap pork; bulgogi plate pork spicy; bowl bulgogi pork spicy
N77516,2,48,yakisoba dishes,chicken yakisoba; shrimp yakisoba; pasta yakisoba; vegetable yakisoba; chicken pasta yakisoba; yakisoba; pasta shrimp yakisoba; pasta vegetable yakisoba
N77530,2,60,vegetable noodle dishes,chow mein vegetable; fun mei vegetable; buttered noodles pasta; hakka noodles veg; garlic noodles; chow fun vegetable; fried noodles pasta stir vegetable; fried noodle pan pasta vegetable
N77041,2,36,lo mein dishes,lo mein shrimp; lo mein vegetable; lo mein pork; lo mein pork roast; combination lo mein; lo mein seafood; lo lobster mein; chow mein seafood
N76215,2,24,pork pulled dishes,pork pulled quesadilla; nachos pork pulled; bar que sandwich; cheese grilled pork pulled sandwich; bowl pork pulled; cheese mac pork pulled; bbq nachos pork; cheese macaroni pizza pork pulled
N77118,2,53,beef noodle dishes,beef szechuan; beef pad thai; beef chow fun pasta; beef chow fun; chow fun house special; beef chow yuk; beef fun ho; beef cantonese chow mein
N76977,2,35,beef noodle dishes,beef lo mein; beef chow mein; bo bun xao; bo mi pasta xao; beef chow mein tomato; beef lomein; beef lo mein noodle pasta; beef siam
N77007,2,189,fried rice dishes,chicken fried rice; fried rice; fried pineapple rice; fried pasta rice; fried house rice special; egg fried rice; chicken fried pasta rice; fried house rice
N76313,2,22,beef vermicelli dishes,beef fun mei; beef fun mei pasta; bo bun nuong; beef lemongrass vermicelli; bo bun pasta xao; beef bowl grilled shrimp vermicelli; beef bowl shaking vermicelli; beef bowl fried stir vermicelli
N76106,2,13,breaded pork cutlets,pork schnitzel; cutlet pork; bowl donkatsu; milanese pork; cutlets mushroom pork rosemary; rahmschnitzel; jaegerschnitzel; cutlets pork pretzel
N71429,2,14,Vietnamese pork sandwiches,cuban sandwich; banh mi nuong sandwich thit; banh mi pork; con lechon pan sandwich; banh lemongrass mi pork sandwich; banh grilled mi nuong pork sandwich thit; banh fried mi pork sandwich stir; banh bbq mi pork sandwich
N77531,2,61,beef noodle dishes,beef yakisoba; beef chow fun mei; beef style szechuan; beef pasta yakisoba; bean beef sprouts; beef pasta vermicelli; beef flat noodle pasta rice; beef egg fried noodle stir
N73425,2,26,poke bowl dishes,bowl poke; bowl poke tuna; bowl poke salad; poke tuna; aloha bowl pok; bowl lomi pok; bowl poke waikiki; bowl poke spicy tuna
